accountid,amount,closedate,opportunityid,opportunity_creation_date__c,ownerid,primary_application__c,stagename,sales_team__c
0014v00002dMeNrAAK,177.86,3/2/2022,0064v00001tmCOJAA2,3/2/2022,0054v00000E76uGAAR,Parts,Closed Won,HVS 2
0016g00000CYv92AAD,10101.27,8/13/2021,0064v00001s8TUkAAM,8/2/2021,0054v00000E5wUpAAJ,Inspection & Testing - Lab Automation,Closed Won,HVS 1
0014v00002dNgIuAAK,5000,7/29/2022,0064v00001tlaj9AAA,2/9/2022,0054v00000EIPPIAA5,Robot Pedestals & Bases,Design Review,HVS 2
0014v00002bNy30AAC,1310.83,3/30/2022,0064v00001tlErqAAE,1/26/2022,0054v00000E6aXFAAZ,Jigs & Fixtures,Closed Won,HVS 3
0014v00002LAL8vAAH,4240.4,4/28/2022,0064v00001tmETVAA2,3/3/2022,0054v00000EdgdOAAR,Workstations,Closed Lost,EMEA 1
0014v00002dQ3u5AAC,10000,7/29/2022,0064v00001tm84VAAQ,2/28/2022,0054v00000Ef8IVAAZ,Robot Pedestals & Bases,Project Discovery,HVS BOS
0016g00000CWw6dAAD,2143.92,8/26/2021,0064v00001s8AMQAA2,7/20/2021,0056g0000049sqgAAA,Safety Enclosures,Closed Won,Strategic Sales
0016g00000Fbc9vAAB,84.26,1/26/2022,0064v00001tlEqSAAU,1/26/2022,0054v00000E76uLAAR,Parts,Closed Won,HVS 5
0016g00000CWvvlAAD,50000,1/30/2022,0064v00001s7QFkAAM,6/23/2021,0056g0000049sqoAAA,Robot Pedestals & Bases,Closed Lost,HVS 4
0016g00000CWuaXAAT,1085.05,2/16/2022,0064v00001tlcEKAAY,2/10/2022,0054v00000E5wUpAAJ,Jigs & Fixtures,Closed Won,HVS 1
0014v00002dNysEAAS,30000,5/31/2022,0064v00001tlhPUAAY,2/11/2022,0054v00000E5wVdAAJ,Custom Machines,Closed Lost,HVS 3
0014v00002NhnEOAAZ,1000,5/26/2022,0064v00001tm8hhAAA,2/28/2022,0054v00000EIPPhAAP,Workstations,Closed Lost,HVS 2
0014v00002KhIimAAF,10000,4/25/2022,0064v00001tmEmrAAE,3/3/2022,0054v00000Ef8HhAAJ,Jigs & Fixtures,Closed Lost,HVS 2
0014v00002QnDZYAA3,3605.88,8/25/2021,0064v00001s8JBNAA2,7/26/2021,0054v00000E76uBAAR,Other Equipment - Other,Closed Won,HVS 4
0014v00002QnlbDAAR,100000,1/11/2022,0064v00001s8RCkAAM,7/30/2021,0056g00000511ReAAI,Cartesian Palletizer,Closed Lost,HVS 1
0014v00002O4E2VAAV,0,8/2/2021,0064v00001s71nKAAQ,6/7/2021,0054v00000EEeOlAAL,Cobot Palletizer,Closed Lost,HVS 2
0016g00000CWvQ0AAL,1000,6/27/2022,0064v00001tlISHAA2,1/28/2022,0056g00000511ReAAI,Support Structure,Closed Lost,HVS 1
0016g00000BVweEAAT,7084.87,8/5/2021,0064v00001s8YBIAA2,8/5/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002MADx9AAH,3000,9/30/2021,0064v00001s8YFPAA2,8/5/2021,0054v00000EEeO8AAL,Custom Machines,Closed Lost,HVS 4
0014v00002dMSBxAAO,50000,2/28/2022,0064v00001tlNhLAAU,2/1/2022,0054v00000E6aXFAAZ,Robot Range Extender,Closed Lost,HVS 3
0016g00000g6a2NAAQ,2000,8/25/2022,0064v00001tlDxIAAU,1/26/2022,0054v00000Edh2nAAB,Jigs & Fixtures,Project Discovery,EMEA 1
0014v00002Qn0njAAB,75000,10/29/2021,0064v00001s8GiFAAU,7/23/2021,0054v00000E5wVdAAJ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002NfREJAA3,50000,6/30/2022,0064v00001tmFRHAA2,3/3/2022,0054v00000E76uGAAR,Robotic Tending Cells,Closed Lost,HVS 2
0014v00002dPX2HAAW,2000,9/30/2023,0064v00001tmFj9AAE,3/4/2022,0054v00000Eev0xAAB,Workstations,Project Discovery,EMEA 1
0014v00002O6c5bAAB,5000,8/24/2021,0064v00001s7XGSAA2,6/28/2021,0056g00000511ReAAI,Conveyors,Closed Lost,HVS 1
0016g00000CWw8bAAD,10000,7/15/2022,0064v00001s7EDAAA2,6/15/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Project Discovery,Strategic Sales
0016g00000CWvwSAAT,130.98,6/21/2021,0064v00001s7cLFAAY,7/1/2021,0056g000003LOn7AAG,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002dNo79AAC,30000,8/31/2022,0064v00001tlc2YAAQ,2/10/2022,0054v00000E5wUpAAJ,Collaborative Robot (Standalone),Prospect,HVS 1
0016g00000CWw9DAAT,548.41,8/2/2021,0064v00001s8TZfAAM,8/2/2021,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0014v00002SV2vLAAT,800,3/31/2022,0064v00001tlGSwAAM,1/27/2022,0056g00000572OUAAY,Workstations,Closed Lost,HVS 1
0016g00000CWvvnAAD,279.36,8/3/2021,0064v00001s8VzNAAU,8/3/2021,0056g0000049sqhAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g0000115llFAAQ,8990.71,9/7/2021,0064v00001s8WJGAA2,8/4/2021,0056g0000050h9EAAQ,Workstations,Closed Won,EMEA 2
0016g00000CWvk0AAD,200,6/28/2021,0064v00001s7WA9AAM,6/28/2021,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0016g00000CWvW9AAL,217,7/15/2021,0064v00001s83oLAAQ,7/15/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002STvaZAAT,50,3/17/2022,0064v00001tlReaAAE,2/3/2022,0054v00000EdgdTAAR,Workstations,Closed Lost,EMEA 2
0014v00002WH3JkAAL,5241.6,4/13/2022,0064v00001tmG80AAE,3/4/2022,0056g0000056q5dAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000Lxbs0AAB,233.09,3/2/2022,0064v00001tmCrMAAU,3/2/2022,0054v00000EEeOqAAL,Parts,Closed Won,HVS 2
0014v00002O6ML4AAN,3000,7/30/2021,0064v00001s7UHgAAM,6/25/2021,0054v00000EIPG1AAP,Robot Pedestals & Bases,Closed Lost,HVS 3
0014v00002eVscrAAC,100000,8/31/2022,0064v00001tmFquAAE,3/4/2022,0054v00000Ee1TPAAZ,Cobot Palletizer,Closed Lost,EMEA 1
0014v00002bNwmeAAC,1340.13,1/28/2022,0064v00001tlDjtAAE,1/26/2022,0054v00000Ee1TPAAZ,Robot Pedestals & Bases,Closed Won,EMEA 1
0014v00002dNOAPAA4,10000,3/31/2022,0064v00001tlWzVAAU,2/7/2022,0054v00000E76uGAAR,Robot Range Extender,Closed Lost,HVS 2
0016g00000CWvwWAAT,5000,6/23/2022,0064v00001tlZ7KAAU,2/8/2022,0054v00000E76uVAAR,Safety Enclosures,Project Quoted,HVS 4
0014v00002O64ggAAB,1120.2,3/7/2022,0064v00001tmEcXAAU,3/3/2022,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000CWw2FAAT,17003.83,6/6/2022,0064v00001tlSMmAAM,2/3/2022,0056g0000050osWAAQ,Robot Range Extender,Closed Won,HVS 3
0014v00002eVQkpAAG,4000,4/29/2022,0064v00001tmAifAAE,3/1/2022,0056g0000049sqgAAA,Robotic Tending Cells,Closed Lost,Strategic Sales
0016g00000CYvoRAAT,24265.63,9/30/2022,0064v00001tmBROAA2,3/2/2022,0054v00000EdgdOAAR,Robot Range Extender,Project Quoted,EMEA 1
0014v00002bKaEXAA0,30000,6/16/2022,0064v00001tmBS2AAM,3/2/2022,0054v00000Edh2nAAB,Robot Range Extender,Closed Lost,EMEA 1
0014v00002QoYoJAAV,1000,3/31/2022,0064v00001tmGzKAAU,3/4/2022,0054v00000EegLCAAZ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002dNpiqAAC,25000,10/31/2022,0064v00001tlcRmAAI,2/10/2022,0054v00000E5wUpAAJ,Jigs & Fixtures,Project Discovery,HVS 1
0016g00000CWukQAAT,796.81,3/1/2022,0064v00001tmB5jAAE,3/1/2022,0054v00000E76uVAAR,Parts,Closed Won,HVS 4
0014v00002dNXQjAAO,2496.53,2/15/2022,0064v00001tlZEuAAM,2/8/2022,0054v00000EeKcGAAV,Shelves & Racks,Closed Won,HVS 3
0014v00002O7qf7AAB,1500,7/23/2021,0064v00001s8GKNAA2,7/23/2021,0054v00000EIPPhAAP,Robot Pedestals & Bases,Closed Lost,HVS 2
0014v00002Tio8KAAR,189200,5/20/2022,0064v00001tlYPwAAM,2/8/2022,0054v00000Ef8IGAAZ,Cobot Palletizer,Closed Won,HVS 4
0016g00000CYv92AAD,18453.58,1/27/2022,0064v00001tlExPAAU,1/26/2022,0054v00000E5wUpAAJ,Robotic Tending Cells,Closed Won,HVS 1
0014v00002eVvSEAA0,1189.74,3/4/2022,0064v00001tmGkJAAU,3/4/2022,0054v00000EegLCAAZ,Parts,Closed Won,HVS 3
0014v00002eVvoaAAC,500,4/29/2022,0064v00001tmGqyAAE,3/4/2022,0054v00000Ef8IVAAZ,Custom Machines,Closed Lost,HVS BOS
0014v00002TiiNpAAJ,1736.08,3/7/2022,0064v00001tmJRIAA2,3/7/2022,0054v00000E5wVdAAJ,Jigs & Fixtures,Closed Won,HVS 3
0016g00000BVxNKAA1,535.08,2/11/2022,0064v00001tmL9oAAE,3/8/2022,0054v00000E7EDFAA3,Parts,Closed Won,Strategic Sales
0014v00002eWQeBAAW,1000,4/25/2022,0064v00001tmLBVAA2,3/8/2022,0054v00000EIPPhAAP,Conveyors,Closed Lost,HVS 2
0016g00000CWvYGAA1,100000,6/30/2023,0064v00001s73FbAAI,6/8/2021,0054v00000Edh3RAAR,Cobot Palletizer,Closed Lost,HVS 5
0014v00002M9ixbAAB,100.42,6/25/2021,0064v00001s7UG4AAM,6/25/2021,0054v00000EIPPhAAP,Other Equipment - Other,Closed Won,HVS 2
0016g00000CWw2wAAD,95.23,2/10/2022,0064v00001tld1fAAA,2/10/2022,0054v00000EEeP5AAL,Parts,Closed Won,HVS 1
0014v00002JiLy6AAF,1777.03,6/29/2021,0064v00001s73KlAAI,6/8/2021,0056g0000050osWAAQ,Jigs & Fixtures,Closed Won,HVS 3
0014v00002JZMyuAAH,2428.7,6/17/2021,0064v00001s75E0AAI,6/9/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0014v00002O7qf7AAB,3289.53,7/29/2021,0064v00001s8MkVAAU,7/28/2021,0054v00000E6aXFAAZ,Workstations,Closed Won,HVS 3
0014v00002JZgIlAAL,12872.14,7/29/2021,0064v00001s8N7UAAU,7/28/2021,0054v00000E76uaAAB,Robot Pedestals & Bases,Closed Won,HVS 4
0016g00000CWvj9AAD,2013.67,9/27/2021,0064v00001s8PBKAA2,7/29/2021,0054v00000E76u6AAB,Robot Pedestals & Bases,Closed Won,HVS 2
0016g00000CYv2EAAT,101,7/30/2022,0064v00001s6t4JAAQ,6/1/2021,0054v00000EEeP5AAL,Robot Range Extender,Prospect,HVS 1
0016g00000CWvScAAL,50000,6/1/2022,0064v00001tlRyfAAE,2/3/2022,0054v00000E5wVTAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002eWDNnAAO,2800,5/26/2022,0064v00001tmIVxAAM,3/7/2022,0054v00000EEeP5AAL,Robot Pedestals & Bases,Closed Lost,HVS 1
0014v00002eVX6pAAG,15000,6/30/2022,0064v00001tmBFDAA2,3/2/2022,0054v00000Ee1TPAAZ,Shelves & Racks,Closed Lost,EMEA 1
0014v00002O4mvRAAR,139.08,3/8/2022,0064v00001tmKENAA2,3/8/2022,0056g00000511ReAAI,Parts,Closed Won,HVS 1
0016g00000CWvvkAAD,50000,6/30/2022,0064v00001tmKXuAAM,3/8/2022,0054v00000E76uaAAB,Robotic Tending Cells,Closed Lost,HVS 4
0016g00000CWvYlAAL,25000,6/30/2022,0064v00001tmIWbAAM,3/7/2022,0056g00000572OUAAY,Custom Machines,Closed Lost,HVS 1
0014v00002dMcuXAAS,15000,3/9/2022,0064v00001tlOWnAAM,2/1/2022,0054v00000EEeP5AAL,Milling & Drilling,Closed Lost,HVS 1
0014v00002YRlKyAAL,1300.9,2/8/2022,0064v00001tlTbwAAE,2/4/2022,0056g00000572OUAAY,Parts,Closed Won,HVS 1
0014v00002O72kJAAR,2000,9/30/2021,0064v00001s7eULAAY,7/2/2021,0054v00000E6oPZAAZ,Workstations,Closed Lost,EMEA 1
0014v00002bMhLhAAK,3929.08,3/29/2022,0064v00001tmFuXAAU,3/4/2022,0054v00000EdgdOAAR,Robot Pedestals & Bases,Closed Won,EMEA 1
0014v00002eVtmqAAC,5000,6/30/2022,0064v00001tmGDeAAM,3/4/2022,0054v00000Ef8IVAAZ,Parts,Closed Lost,HVS BOS
0014v00002dM5DpAAK,47333.44,2/25/2022,0064v00001tlJMQAA2,1/28/2022,0054v00000E76uLAAR,Robotic Tending Cells,Closed Won,HVS 5
0014v00002LTmYeAAL,11747.91,8/26/2021,0064v00001sLiYLAA0,8/9/2021,0056g0000049sqoAAA,Robot Pedestals & Bases,Closed Won,HVS 4
0016g00000BVy0qAAD,66.88,8/10/2021,0064v00001sLkXqAAK,8/10/2021,0056g0000049sqoAAA,Robot Pedestals & Bases,Closed Won,HVS 4
0016g00000CWvW9AAL,14507.35,8/24/2021,0064v00001sLmugAAC,8/11/2021,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0016g00000CWw1ZAAT,5197,8/11/2021,0064v00001sLmuvAAC,8/11/2021,0056g0000050oslAAA,Robot Pedestals & Bases,Closed Won,HVS 1
0014v00002QnE0zAAF,1000,8/31/2021,0064v00001sLmzWAAS,8/11/2021,0056g0000049sqeAAA,Other Equipment - Other,Closed Lost,HVS 1
0014v00002O4DTVAA3,13800,6/30/2021,0064v00001s70MiAAI,6/7/2021,0056g00000572OUAAY,Workstations,Closed Lost,HVS 1
0014v00002LTlYxAAL,10000,10/29/2021,0064v00001sLiKjAAK,8/9/2021,0054v00000E76uGAAR,Jigs & Fixtures,Closed Lost,HVS 2
0014v00002Kh4CmAAJ,2000,11/19/2021,0064v00001sLib0AAC,8/9/2021,0056g0000050oslAAA,Workstations,Closed Lost,HVS 1
0014v00002LU6PsAAL,3500,8/31/2021,0064v00001sLkZvAAK,8/10/2021,0054v00000E5wVTAAZ,Safety Enclosures,Closed Lost,HVS 3
0016g00000CWvwIAAT,439.06,8/20/2021,0064v00001sM67oAAC,8/25/2021,0054v00000E7EDFAA3,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002LU6v6AAD,7931.67,8/31/2021,0064v00001sLkdJAAS,8/10/2021,0054v00000E5wVdAAJ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002KDr54AAD,149.28,8/9/2021,0064v00001sLilKAAS,8/9/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0014v00002QoUnFAAV,20000,3/18/2022,0064v00001sLkidAAC,8/10/2021,0056g0000049sqhAAA,Robot Range Extender,Closed Lost,Strategic Sales
0014v00002LU85GAAT,4000,2/18/2022,0064v00001sLkjMAAS,8/10/2021,0056g0000049sqhAAA,Inspection & Testing - Part Inspection,Closed Lost,Strategic Sales
0014v00002QoHitAAF,5728,8/16/2021,0064v00001sLkmQAAS,8/10/2021,0054v00000E6aXjAAJ,Workstations,Closed Won,HVS 4
0016g00000CWw6kAAD,4460.15,7/27/2021,0064v00001s8J47AAE,7/26/2021,0056g0000049sqfAAA,Workstations,Closed Won,HVS 3
0016g00000CWvqqAAD,48.42,7/26/2021,0064v00001s8JS4AAM,7/26/2021,0054v00000E5wVdAAJ,Other Equipment - Other,Closed Won,HVS 3
0014v00002LUAeOAAX,600,9/30/2021,0064v00001sLkzFAAS,8/10/2021,0054v00000E6aXFAAZ,Workstations,Closed Lost,HVS 3
0016g00000CWuyeAAD,0,8/26/2021,0064v00001sLl8HAAS,8/10/2021,0054v00000E5wVEAAZ,Inspection & Testing - Part Inspection,Closed Lost,HVS 3
0016g00000CWvjjAAD,50000,6/30/2021,0064v00001s70GFAAY,6/7/2021,0054v00000EEeOqAAL,Workstations,Closed Lost,HVS 2
0014v00002LUCtHAAX,1000,9/30/2021,0064v00001sLlG6AAK,8/10/2021,0056g00000572OUAAY,Other Equipment - Other,Closed Lost,HVS 1
0016g00000FbbwwAAB,523.16,8/10/2021,0064v00001sLlHxAAK,8/10/2021,0056g0000049sqhAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000BVw6ZAAT,100,9/30/2021,0064v00001sLjEgAAK,8/9/2021,0054v00000EEeOqAAL,Workstations,Closed Lost,HVS 2
0014v00002QnBwpAAF,8193.75,10/31/2021,0064v00001s8V7VAAU,8/3/2021,0054v00000E5wVTAAZ,Workstations,Closed Lost,HVS 3
0014v00002LTrmjAAD,100000,12/10/2021,0064v00001sLjInAAK,8/9/2021,0054v00000E76u6AAB,Robotic Tending Cells,Closed Lost,HVS 2
0016g00000CYurGAAT,3540.46,8/11/2021,0064v00001sLlhKAAS,8/11/2021,0056g0000050h9EAAQ,Robot Pedestals & Bases,Closed Won,EMEA 2
0014v00002QnDJ6AAN,100000,2/21/2022,0064v00001s8J4qAAE,7/26/2021,0054v00000E7EDFAA3,Cobot Palletizer,Closed Lost,Strategic Sales
0014v00002QnAzOAAV,265000,4/8/2022,0064v00001sLjSYAA0,8/9/2021,0054v00000E7EDFAA3,Robot Range Extender,Closed Lost,Strategic Sales
0014v00002QnkG4AAJ,125000,12/31/2021,0064v00001s8WqzAAE,8/4/2021,0054v00000EIPPIAA5,Cobot Palletizer,Closed Lost,HVS 2
0016g00000CWw6OAAT,2539.64,6/7/2021,0064v00001s70GKAAY,6/7/2021,0056g0000050h9EAAQ,Other Equipment - Other,Closed Won,EMEA 2
0016g00000FbbsAAAR,16500,1/3/2022,0064v00001sMK0kAAG,9/7/2021,0054v00000E76uGAAR,Jigs & Fixtures,Closed Lost,HVS 2
0014v00002O684aAAB,2377,9/30/2021,0064v00001s7QDPAA2,6/23/2021,0054v00000EIPPmAAP,Industrial Carts,Closed Lost,HVS 3
0014v00002Qo7dkAAB,1000,12/10/2021,0064v00001s8UVyAAM,8/3/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Lost,Strategic Sales
0016g00000CWw2cAAD,105.5,8/11/2021,0064v00001sLmISAA0,8/11/2021,0056g00000572OUAAY,End-of-Arm Tooling,Closed Won,HVS 1
0014v00002M9jYSAAZ,1000,12/31/2021,0064v00001sLmT1AAK,8/11/2021,0054v00000E76uLAAR,Custom Machines,Closed Lost,HVS 5
0014v00002O7YNoAAN,4351.68,8/3/2021,0064v00001s8VoKAAU,8/3/2021,0054v00000EEeO8AAL,Workstations,Closed Won,HVS 4
0014v00002SScSCAA1,2000,1/31/2022,0064v00001sLmV7AAK,8/11/2021,0054v00000E5wVdAAJ,Workstations,Closed Lost,HVS 3
0016g00000WOSsEAAX,300.37,8/2/2021,0064v00001s8TZCAA2,8/2/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000WOjjWAAT,1389.08,8/5/2021,0064v00001s8Tn7AAE,8/2/2021,0056g0000049sqoAAA,Workstations,Closed Won,HVS 4
0014v00002O4lvuAAB,8768.94,8/3/2021,0064v00001s8U17AAE,8/2/2021,0056g0000049sqgAAA,Robot Range Extender,Closed Won,Strategic Sales
0016g00000BVwKTAA1,951.62,8/6/2021,0064v00001sLiE1AAK,8/9/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0014v00002NfwerAAB,70000,11/23/2021,0064v00001s73vDAAQ,6/8/2021,0054v00000EEeO8AAL,Robotic Tending Cells,Closed Lost,HVS 4
0014v00002LC64sAAD,784.17,11/5/2021,0064v00001tjVw8AAE,11/5/2021,0056g0000049sqkAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002KDQSuAAP,616.87,11/6/2021,0064v00001tjXUnAAM,11/8/2021,0054v00000EIPPIAA5,Workstations,Closed Won,HVS 2
0014v00002YQaO5AAL,5000,6/15/2022,0064v00001tjjfYAAQ,11/16/2021,0054v00000E6aXFAAZ,Safety Enclosures,Closed Lost,HVS 3
0014v00002YR6M6AAL,100000,1/31/2022,0064v00001tjjk4AAA,11/16/2021,0054v00000E5wVTAAZ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002QmflSAAR,50000,10/20/2021,0064v00001s8KhJAAU,7/27/2021,0054v00000EIPPmAAP,Robotics - Gantry Robots,Closed Lost,HVS 3
0014v00002YQY44AAH,114.56,11/2/2021,0064v00001tjcfTAAQ,11/11/2021,0054v00000EdgdOAAR,Other Equipment - Other,Closed Won,EMEA 1
0016g00000ZrClAAAV,4000,2/28/2022,0064v00001tjdHmAAI,11/11/2021,0054v00000EEeOqAAL,Jigs & Fixtures,Closed Lost,HVS 2
0014v00002WIf21AAD,1059.33,11/1/2021,0064v00001tjPmpAAE,11/1/2021,0054v00000EEeORAA1,Other Equipment - Other,Closed Won,HVS 4
0014v00002YR1JCAA1,10000,2/17/2022,0064v00001tjiSeAAI,11/16/2021,0054v00000Edh2nAAB,Inspection & Testing - Lab Automation,Closed Lost,EMEA 1
0014v00002LABD6AAP,1000,6/30/2022,0064v00001tjvthAAA,11/25/2021,0054v00000Edh3RAAR,Cobot Palletizer,Project Discovery,HVS 5
0016g00000CWw1fAAD,100,6/7/2022,0064v00001tjdLAAAY,11/11/2021,0054v00000EEeP5AAL,Custom Machines,Closed Lost,HVS 1
0016g00000CWuhJAAT,1698.87,11/15/2021,0064v00001tjhU5AAI,11/15/2021,0054v00000E5wVTAAZ,Workstations,Closed Won,HVS 3
0014v00002JiLy6AAF,13983.88,11/22/2021,0064v00001tjhjPAAQ,11/15/2021,0054v00000E7EDFAA3,Workstations,Closed Won,Strategic Sales
0016g00000BUyOjAAL,25000,12/22/2021,0064v00001s6sXPAAY,6/1/2021,0056g0000049sqkAAA,Robot Range Extender,Closed Lost,Strategic Sales
0014v00002YRClhAAH,180000,5/31/2022,0064v00001tjlLLAAY,11/17/2021,0054v00000Edh3HAAR,Robotic Tending Cells,Closed Lost,HVS 1
0016g00000CYu9LAAT,50000,12/31/2021,0064v00001tjn58AAA,11/18/2021,0054v00000E76uaAAB,Custom Machines,Closed Lost,HVS 4
0014v00002SUigqAAD,4466.61,11/17/2021,0064v00001tjfU4AAI,11/12/2021,0054v00000E6aXFAAZ,Robot Pedestals & Bases,Closed Won,HVS 3
0016g00000qdlEPAAY,190.58,6/16/2021,0064v00001s7FHgAAM,6/16/2021,0056g0000049sqoAAA,Robot Pedestals & Bases,Closed Won,HVS 4
0014v00002O7T6CAAV,835.2,7/2/2021,0064v00001s7kBVAAY,7/6/2021,0056g0000056q5dAAA,Shelves & Racks,Closed Won,Strategic Sales
0014v00002QoTaBAAV,0,10/31/2021,0064v00001s8YN3AAM,8/5/2021,0054v00000EIPPmAAP,Robotic Tending Cells,Closed Lost,HVS 3
0016g00000Zp77mAAB,5810.91,8/5/2021,0064v00001s8LH2AAM,7/27/2021,0056g00000573PMAAY,Custom Machines,Closed Won,HVS 2
0016g00000BVvzQAAT,20000,8/20/2021,0064v00001s8XaxAAE,8/4/2021,0056g0000049sqgAAA,Robot Range Extender,Closed Lost,Strategic Sales
0016g00000BVy7fAAD,7000,2/24/2022,0064v00001tjjW7AAI,11/16/2021,0054v00000EIPPhAAP,Custom Machines,Closed Lost,HVS 2
0014v00002WHoYFAA1,3213.04,11/30/2021,0064v00001tjUhzAAE,11/4/2021,0054v00000E76uVAAR,Shelves & Racks,Closed Won,HVS 4
0016g00000FbbF4AAJ,766.61,11/25/2021,0064v00001tjvtmAAA,11/25/2021,0054v00000E7EDFAA3,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002QoKKpAAN,10800,8/12/2021,0064v00001s8X9IAAU,8/4/2021,0054v00000E76u6AAB,Shelves & Racks,Closed Lost,HVS 2
0014v00002YQxnJAAT,11999.99,12/7/2021,0064v00001tjhs7AAA,11/15/2021,0056g0000049sqhAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000g8VCqAAM,6505.94,12/1/2021,0064v00001tjUZqAAM,11/4/2021,0054v00000E76uGAAR,Other Equipment - Other,Closed Won,HVS 2
0014v00002M9BIjAAN,10000,8/24/2022,0064v00001s8UV5AAM,8/3/2021,0054v00000E76u6AAB,Custom Machines,Design Review,HVS 2
0014v00002QoBBoAAN,0,8/4/2021,0064v00001s8VrsAAE,8/3/2021,0054v00000EIPPmAAP,Robotics - Gantry Robots,Closed Lost,HVS 3
0016g00000BUyOUAA1,7341.68,11/18/2021,0064v00001tjjaJAAQ,11/16/2021,0056g0000049sqfAAA,Robot Pedestals & Bases,Closed Won,HVS 3
0016g00000CWvYUAA1,3000,2/16/2022,0064v00001tjYAoAAM,11/8/2021,0056g00000511ReAAI,Workstations,Closed Lost,HVS 1
0014v00002YRD8LAAX,3124.88,11/23/2021,0064v00001tjlR4AAI,11/17/2021,0056g00000572OUAAY,Jigs & Fixtures,Closed Won,HVS 1
0014v00002O6033AAB,16187.15,11/30/2021,0064v00001tjwkfAAA,11/26/2021,0054v00000EEeP5AAL,Safety Enclosures,Closed Won,HVS 1
0014v00002QmfXBAAZ,0,11/30/2021,0064v00001s8A7aAAE,7/20/2021,0054v00000EEeONAA1,Milling & Drilling,Closed Lost,HVS 4
0014v00002QnI3MAAV,3000,8/31/2021,0064v00001s8Jq8AAE,7/27/2021,0054v00000E6oPZAAZ,Bin Picking,Closed Lost,EMEA 1
0014v00002TjSYjAAN,13671.4,12/22/2021,0064v00001tjspmAAA,11/23/2021,0054v00000E6aXjAAJ,Milling & Drilling,Closed Won,HVS 4
0014v00002YRovHAAT,100000,3/31/2022,0064v00001tjttOAAQ,11/24/2021,0054v00000Ee1TPAAZ,Cobot Palletizer,Closed Lost,EMEA 1
0016g000009MVozAAG,2600,6/28/2021,0064v00001s7VwHAAU,6/28/2021,0056g0000049sqhAAA,Inspection & Testing - Part Inspection,Closed Won,Strategic Sales
0016g00000CWvYsAAL,2648.49,6/29/2021,0064v00001s7XP5AAM,6/28/2021,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0014v00002O6YfJAAV,90000,2/18/2022,0064v00001s7WMeAAM,6/28/2021,0056g000003LOiqAAG,Cobot Palletizer,Closed Lost,EMEA 1
0014v00002YQArvAAH,72000,11/30/2021,0064v00001tjXmXAAU,11/8/2021,0056g0000050h9EAAQ,Robotics - Pick & Place,Closed Lost,EMEA 2
0014v00002SSvFHAA1,155000,7/29/2022,0064v00001tjbyFAAQ,11/10/2021,0054v00000E76uaAAB,Cobot Palletizer,Design Review,HVS 4
0014v00002QoVG2AAN,1000,9/30/2021,0064v00001s8YqeAAE,8/5/2021,0054v00000E76uLAAR,Workstations,Closed Lost,HVS 5
0014v00002TjbxMAAR,11247.44,3/31/2022,0064v00001tjmP7AAI,11/18/2021,0056g0000050h9EAAQ,Robot Pedestals & Bases,Closed Won,EMEA 2
0016g00000CWvw0AAD,85205.81,8/24/2021,0064v00001s7TObAAM,6/25/2021,0056g0000049sqfAAA,Robot Range Extender,Closed Lost,HVS 3
0014v00002O6XeEAAV,6342.47,8/10/2021,0064v00001s7VqsAAE,6/28/2021,0056g000003LOiqAAG,Workstations,Closed Won,EMEA 1
0016g00000CWujfAAD,1000,7/30/2021,0064v00001s72uYAAQ,6/8/2021,0054v00000E5wVdAAJ,Other Equipment - Other,Closed Lost,HVS 3
0016g00000BVwKTAA1,1337.01,8/3/2021,0064v00001s8QkiAAE,7/30/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
